Date,State,District,Mandi,Commodity,Variety,Min Price,Max Price,Modal Price,Unit,Arrival Quantity,Grade,Market Fee (%),Trader Count
2024-03-08,Uttar Pradesh,Varanasi,Sub Mandi,Rice,Basmati,872,1024,967.0,Quintal,27.24,A,2.03,2
2024-06-21,Maharashtra,Nashik,Sub Mandi,Sugarcane,CO 86032,1062,1214,1146.0,Quintal,28.23,C,1.64,4
2024-02-11,Maharashtra,Pune,Main Mandi,Onion,White,839,1237,1082.0,Quintal,67.63,B,2.55,7
2024-02-13,Maharashtra,Nagpur,Wholesale Yard,Maize,Yellow,906,1263,1109.5,Quintal,56.83,C,2.02,13
2024-06-18,Punjab,Amritsar,Main Mandi,Tomato,Desi,1091,1338,1185.5,Quintal,92.42,C,1.59,14
2024-06-17,Punjab,Patiala,Main Mandi,Potato,Kufri Jyoti,1095,1239,1166.0,Quintal,26.79,C,2.23,6
2024-03-11,Gujarat,Ahmedabad,Main Mandi,Tomato,Hybrid,975,1095,1068.0,Quintal,37.44,B,1.83,5
2024-02-20,Maharashtra,Nashik,Wholesale Yard,Wheat,Durum,1010,1188,1143.0,Quintal,11.4,C,1.06,13
2024-06-12,Gujarat,Surat,Main Mandi,Wheat,Lokwan,823,943,892.0,Quintal,61.45,B,2.12,8
2024-04-26,Punjab,Ludhiana,Wholesale Yard,Potato,Chipsona,1034,1240,1161.0,Quintal,38.57,B,2.24,5
2024-03-05,Gujarat,Vadodara,Sub Mandi,Potato,Kufri Jyoti,1164,1276,1226.0,Quintal,82.9,A,1.45,15
2024-04-30,Gujarat,Ahmedabad,Agro Market,Wheat,Durum,869,1101,1006.0,Quintal,33.48,B,2.23,12
2024-05-05,Uttar Pradesh,Lucknow,Wholesale Yard,Onion,Red,903,1218,1098.5,Quintal,56.5,B,2.81,12
2024-01-06,Gujarat,Surat,Wholesale Yard,Rice,Sona Masoori,1010,1339,1191.5,Quintal,19.69,A,2.07,2
2024-04-03,Maharashtra,Nagpur,Main Mandi,Sugarcane,CO 86032,1136,1278,1198.0,Quintal,36.7,C,1.87,15
2024-03-15,Karnataka,Hubli,Agro Market,Maize,Yellow,1044,1219,1142.5,Quintal,88.14,A,1.85,7
2024-02-04,Gujarat,Vadodara,Agro Market,Tomato,Desi,835,995,886.0,Quintal,74.08,C,2.26,14
2024-03-13,Uttar Pradesh,Lucknow,Wholesale Yard,Onion,White,1073,1363,1193.0,Quintal,45.83,B,1.04,13
2024-06-17,Uttar Pradesh,Varanasi,Wholesale Yard,Tomato,Desi,1089,1328,1207.5,Quintal,10.17,C,2.42,10
2024-04-27,Punjab,Ludhiana,Main Mandi,Maize,White,943,1142,1075.5,Quintal,35.46,C,2.68,7
2024-04-02,Maharashtra,Nashik,Wholesale Yard,Wheat,Lokwan,1175,1303,1285.0,Quintal,37.37,C,2.88,7
2024-04-02,Punjab,Patiala,Main Mandi,Rice,Kolam,1122,1477,1261.5,Quintal,88.34,B,2.77,13
2024-02-15,Uttar Pradesh,Lucknow,Agro Market,Onion,Red,998,1387,1168.5,Quintal,17.8,C,1.62,11
2024-06-27,Uttar Pradesh,Kanpur,Agro Market,Rice,Basmati,947,1314,1123.5,Quintal,88.84,B,2.99,6
2024-04-19,Uttar Pradesh,Lucknow,Sub Mandi,Sugarcane,CO 86032,963,1309,1095.0,Quintal,62.86,A,2.96,6
2024-06-05,Maharashtra,Pune,Wholesale Yard,Wheat,Lokwan,1038,1316,1129.0,Quintal,65.27,C,1.49,13
2024-03-24,Karnataka,Mysore,Agro Market,Tomato,Desi,946,1114,1058.0,Quintal,41.79,B,1.16,12
2024-06-16,Punjab,Patiala,Wholesale Yard,Potato,Chipsona,971,1283,1092.0,Quintal,54.41,A,1.73,13
2024-04-14,Maharashtra,Pune,Sub Mandi,Maize,White,854,1082,983.0,Quintal,57.79,C,3.0,7
2024-04-20,Maharashtra,Pune,Sub Mandi,Sugarcane,CO 86032,975,1326,1186.5,Quintal,67.74,B,1.51,12
2024-06-23,Karnataka,Mysore,Agro Market,Potato,Kufri Jyoti,959,1263,1158.0,Quintal,77.66,C,2.34,10
2024-02-03,Punjab,Ludhiana,Wholesale Yard,Onion,White,951,1125,1037.0,Quintal,29.94,C,1.36,6
2024-01-16,Uttar Pradesh,Varanasi,Agro Market,Onion,Pink,856,1148,1049.0,Quintal,75.22,B,1.42,14
2024-02-17,Gujarat,Ahmedabad,Sub Mandi,Sugarcane,CO 86032,962,1312,1130.0,Quintal,80.44,A,1.29,3
2024-02-20,Gujarat,Ahmedabad,Sub Mandi,Rice,Basmati,1105,1436,1235.5,Quintal,81.65,A,1.3,15
2024-03-08,Karnataka,Mysore,Sub Mandi,Rice,Kolam,905,1098,994.5,Quintal,23.6,A,2.25,13
2024-01-08,Gujarat,Vadodara,Agro Market,Maize,Yellow,1029,1219,1144.0,Quintal,65.82,B,2.49,6
2024-01-08,Karnataka,Hubli,Wholesale Yard,Onion,White,923,1257,1051.0,Quintal,45.72,A,1.05,7
2024-04-06,Uttar Pradesh,Varanasi,Agro Market,Onion,Red,1049,1351,1228.0,Quintal,39.09,A,1.07,9
2024-05-13,Karnataka,Mysore,Sub Mandi,Potato,Kufri Jyoti,836,1208,975.0,Quintal,51.16,B,2.66,12
2024-04-22,Karnataka,Bangalore,Sub Mandi,Potato,Chipsona,1200,1589,1417.5,Quintal,66.58,B,1.28,8
2024-06-21,Gujarat,Surat,Wholesale Yard,Sugarcane,CO 86032,869,1255,1087.0,Quintal,71.43,A,1.2,10
2024-01-05,Punjab,Amritsar,Wholesale Yard,Rice,Kolam,822,1014,946.0,Quintal,86.25,A,2.8,13
2024-04-15,Punjab,Patiala,Agro Market,Tomato,Desi,1136,1408,1311.0,Quintal,43.93,C,1.52,11
2024-02-21,Punjab,Ludhiana,Wholesale Yard,Maize,Yellow,980,1111,1003.5,Quintal,74.34,C,2.39,13
2024-05-04,Punjab,Ludhiana,Main Mandi,Maize,White,1130,1450,1280.0,Quintal,31.92,A,2.22,12
2024-03-16,Maharashtra,Nashik,Wholesale Yard,Onion,Pink,917,1101,1024.0,Quintal,49.6,B,2.54,4
2024-04-23,Karnataka,Mysore,Main Mandi,Rice,Kolam,1117,1514,1354.5,Quintal,27.25,A,1.61,11
2024-01-01,Uttar Pradesh,Lucknow,Main Mandi,Maize,Yellow,1110,1508,1276.0,Quintal,68.49,C,1.46,15
2024-03-20,Uttar Pradesh,Varanasi,Wholesale Yard,Tomato,Desi,993,1237,1159.0,Quintal,67.83,A,2.4,7
2024-05-13,Gujarat,Surat,Main Mandi,Wheat,Lokwan,954,1155,1068.5,Quintal,83.45,C,2.56,5
2024-06-05,Gujarat,Ahmedabad,Agro Market,Onion,Red,954,1099,992.5,Quintal,24.54,C,2.11,4
2024-01-03,Karnataka,Hubli,Main Mandi,Maize,Yellow,1044,1157,1118.5,Quintal,77.01,B,2.71,5
2024-02-22,Maharashtra,Nagpur,Main Mandi,Maize,Yellow,1083,1396,1236.5,Quintal,53.41,A,1.07,6
2024-06-29,Gujarat,Ahmedabad,Wholesale Yard,Maize,Yellow,1197,1443,1367.0,Quintal,78.4,C,1.01,15
2024-04-24,Punjab,Ludhiana,Sub Mandi,Wheat,Sharbati,1094,1195,1130.5,Quintal,21.16,A,2.32,12
2024-02-23,Uttar Pradesh,Varanasi,Sub Mandi,Rice,Sona Masoori,1035,1387,1169.0,Quintal,79.39,C,2.45,10
2024-04-01,Karnataka,Bangalore,Wholesale Yard,Sugarcane,CO 0238,865,1064,965.5,Quintal,58.47,C,1.52,3
2024-01-18,Karnataka,Hubli,Wholesale Yard,Tomato,Hybrid,1024,1327,1186.5,Quintal,68.66,C,2.09,8
2024-01-02,Punjab,Ludhiana,Main Mandi,Maize,White,862,1242,1044.0,Quintal,24.53,C,1.15,13
2024-02-01,Karnataka,Mysore,Wholesale Yard,Maize,Yellow,805,1200,969.5,Quintal,94.16,C,2.81,14
2024-04-26,Uttar Pradesh,Lucknow,Wholesale Yard,Tomato,Hybrid,882,1096,944.0,Quintal,63.92,B,1.48,12
2024-01-10,Punjab,Patiala,Main Mandi,Rice,Sona Masoori,1112,1307,1199.5,Quintal,19.45,A,2.86,11
2024-01-03,Karnataka,Hubli,Agro Market,Potato,Kufri Jyoti,1182,1524,1333.0,Quintal,90.78,C,1.36,7
2024-02-04,Karnataka,Hubli,Wholesale Yard,Wheat,Lokwan,843,1218,1038.5,Quintal,57.05,A,1.45,7
2024-03-13,Maharashtra,Nashik,Agro Market,Wheat,Durum,1119,1353,1255.0,Quintal,82.53,A,1.59,8
2024-01-07,Punjab,Ludhiana,Sub Mandi,Tomato,Hybrid,916,1037,973.5,Quintal,79.83,C,1.1,14
2024-06-23,Maharashtra,Pune,Agro Market,Wheat,Lokwan,826,1015,924.5,Quintal,80.12,A,1.25,11
2024-02-28,Punjab,Ludhiana,Main Mandi,Rice,Basmati,1146,1511,1366.5,Quintal,98.52,B,1.25,7
2024-01-05,Gujarat,Ahmedabad,Agro Market,Rice,Kolam,1076,1224,1106.0,Quintal,88.53,C,2.23,12
2024-03-28,Karnataka,Hubli,Agro Market,Sugarcane,CO 0238,1104,1481,1342.5,Quintal,13.63,B,2.41,11
2024-01-08,Gujarat,Vadodara,Wholesale Yard,Wheat,Durum,1027,1331,1181.0,Quintal,91.77,B,1.49,14
2024-03-17,Karnataka,Mysore,Main Mandi,Sugarcane,CO 0238,938,1233,1064.5,Quintal,13.04,B,2.75,12
2024-01-25,Punjab,Ludhiana,Agro Market,Tomato,Desi,1188,1463,1297.5,Quintal,47.51,C,1.31,7
2024-03-14,Karnataka,Bangalore,Sub Mandi,Tomato,Desi,967,1194,1113.5,Quintal,39.84,C,2.7,9
2024-01-18,Karnataka,Mysore,Sub Mandi,Rice,Kolam,936,1236,1105.0,Quintal,82.77,A,1.32,2
2024-03-08,Karnataka,Mysore,Wholesale Yard,Onion,Red,899,1097,1003.0,Quintal,22.48,A,1.7,14
2024-05-01,Punjab,Amritsar,Main Mandi,Onion,White,1163,1437,1342.0,Quintal,83.07,C,1.2,14
2024-04-19,Uttar Pradesh,Kanpur,Wholesale Yard,Onion,White,1127,1255,1218.0,Quintal,71.64,B,2.74,13
2024-04-11,Punjab,Ludhiana,Sub Mandi,Onion,White,874,1163,1046.5,Quintal,48.15,C,2.86,3
2024-06-10,Karnataka,Hubli,Main Mandi,Maize,White,1157,1331,1198.0,Quintal,52.17,B,2.37,13
2024-02-04,Gujarat,Surat,Agro Market,Tomato,Desi,1005,1328,1215.5,Quintal,89.56,B,2.46,9
2024-06-10,Punjab,Amritsar,Agro Market,Sugarcane,CO 86032,1121,1238,1130.5,Quintal,22.21,A,1.25,4
2024-02-12,Gujarat,Ahmedabad,Sub Mandi,Rice,Kolam,1114,1479,1261.5,Quintal,75.1,B,1.66,10
2024-05-09,Gujarat,Surat,Wholesale Yard,Potato,Chipsona,920,1244,1104.0,Quintal,24.79,C,2.61,7
2024-03-20,Punjab,Amritsar,Sub Mandi,Potato,Chipsona,815,1048,916.5,Quintal,97.1,A,2.95,6
2024-03-07,Gujarat,Ahmedabad,Wholesale Yard,Onion,Red,906,1216,1082.0,Quintal,89.44,A,2.75,4
2024-02-11,Punjab,Patiala,Agro Market,Maize,White,909,1063,1010.0,Quintal,35.78,C,1.14,6
2024-02-05,Gujarat,Ahmedabad,Sub Mandi,Rice,Kolam,1159,1445,1280.0,Quintal,55.12,B,1.4,5
2024-02-29,Punjab,Ludhiana,Main Mandi,Onion,Pink,938,1092,975.0,Quintal,91.25,C,1.72,8
2024-03-03,Punjab,Ludhiana,Wholesale Yard,Maize,Yellow,1165,1558,1350.5,Quintal,42.36,A,1.77,14
2024-04-03,Gujarat,Ahmedabad,Wholesale Yard,Maize,Yellow,940,1214,1084.0,Quintal,90.32,B,2.56,13
2024-05-08,Maharashtra,Nagpur,Agro Market,Tomato,Hybrid,928,1182,1065.0,Quintal,59.31,A,1.42,4
2024-06-15,Karnataka,Hubli,Sub Mandi,Sugarcane,CO 86032,903,1126,1025.5,Quintal,34.84,C,2.89,6
2024-05-19,Maharashtra,Nagpur,Sub Mandi,Sugarcane,CO 86032,942,1326,1111.0,Quintal,24.51,C,2.01,12
2024-03-25,Karnataka,Bangalore,Sub Mandi,Sugarcane,CO 86032,864,1221,1024.5,Quintal,94.67,B,1.14,10
2024-06-14,Karnataka,Hubli,Wholesale Yard,Wheat,Durum,968,1146,1028.0,Quintal,93.31,C,2.04,13
2024-03-31,Gujarat,Surat,Wholesale Yard,Wheat,Durum,892,1208,1052.0,Quintal,8.48,B,2.85,14
2024-05-15,Gujarat,Vadodara,Wholesale Yard,Onion,Pink,809,993,854.0,Quintal,42.31,A,2.5,10
2024-01-17,Maharashtra,Nagpur,Sub Mandi,Sugarcane,CO 86032,810,934,837.0,Quintal,76.44,A,1.53,6
2024-02-13,Karnataka,Hubli,Main Mandi,Maize,Yellow,839,966,931.5,Quintal,54.28,B,1.92,15
2024-01-10,Karnataka,Hubli,Wholesale Yard,Wheat,Lokwan,961,1248,1059.5,Quintal,75.24,B,2.55,7
2024-01-12,Karnataka,Bangalore,Main Mandi,Potato,Kufri Jyoti,998,1123,1105.5,Quintal,12.38,C,1.52,11
2024-06-28,Maharashtra,Pune,Agro Market,Wheat,Lokwan,801,1072,969.5,Quintal,24.39,B,1.8,2
2024-04-28,Maharashtra,Nashik,Wholesale Yard,Onion,White,859,959,861.0,Quintal,70.95,A,1.74,12
2024-03-17,Maharashtra,Nashik,Agro Market,Sugarcane,CO 86032,926,1078,1016.0,Quintal,50.13,A,2.63,6
2024-02-02,Maharashtra,Nagpur,Wholesale Yard,Tomato,Hybrid,930,1117,1006.5,Quintal,39.4,A,1.28,10
2024-02-15,Gujarat,Ahmedabad,Main Mandi,Wheat,Durum,933,1300,1090.5,Quintal,94.94,B,1.05,11
2024-04-15,Punjab,Patiala,Sub Mandi,Rice,Kolam,918,1181,1094.5,Quintal,43.34,B,1.14,9
2024-01-01,Uttar Pradesh,Kanpur,Sub Mandi,Onion,Pink,910,1057,1024.5,Quintal,63.47,B,2.87,7
2024-05-15,Gujarat,Ahmedabad,Wholesale Yard,Wheat,Durum,860,1078,933.0,Quintal,97.62,B,1.12,14
2024-05-10,Karnataka,Bangalore,Main Mandi,Maize,White,962,1138,1070.0,Quintal,81.78,B,1.89,7
2024-02-14,Maharashtra,Pune,Wholesale Yard,Tomato,Desi,1002,1311,1148.5,Quintal,87.46,B,1.38,10
2024-04-13,Karnataka,Hubli,Main Mandi,Onion,Red,937,1185,1107.0,Quintal,16.65,A,1.91,5
2024-01-04,Gujarat,Ahmedabad,Agro Market,Onion,Pink,1091,1397,1287.0,Quintal,58.51,B,2.49,5
2024-01-02,Gujarat,Ahmedabad,Wholesale Yard,Onion,Red,839,1035,951.0,Quintal,63.3,B,1.19,12
2024-01-30,Karnataka,Bangalore,Sub Mandi,Tomato,Hybrid,1016,1266,1102.0,Quintal,47.18,A,1.92,13
2024-05-20,Punjab,Amritsar,Agro Market,Sugarcane,CO 86032,822,1101,939.5,Quintal,19.25,B,1.04,9
2024-06-23,Maharashtra,Pune,Wholesale Yard,Maize,Yellow,1159,1382,1294.5,Quintal,26.87,A,2.3,12
2024-01-12,Uttar Pradesh,Kanpur,Main Mandi,Rice,Sona Masoori,1104,1253,1183.5,Quintal,86.74,C,1.95,15
2024-02-16,Karnataka,Mysore,Agro Market,Onion,Pink,874,1232,1078.0,Quintal,52.43,B,2.2,15
2024-03-04,Punjab,Amritsar,Agro Market,Tomato,Hybrid,882,983,910.5,Quintal,47.23,B,1.71,4
2024-02-23,Gujarat,Surat,Main Mandi,Potato,Kufri Jyoti,1156,1420,1317.0,Quintal,27.15,A,1.03,12
2024-03-20,Punjab,Patiala,Wholesale Yard,Potato,Chipsona,847,1159,1033.0,Quintal,21.89,A,2.32,14
2024-06-15,Karnataka,Mysore,Wholesale Yard,Potato,Kufri Jyoti,903,1090,1046.5,Quintal,68.14,B,1.31,4
2024-05-08,Punjab,Amritsar,Wholesale Yard,Maize,White,969,1214,1069.5,Quintal,81.75,A,2.03,8
2024-01-19,Karnataka,Mysore,Main Mandi,Sugarcane,CO 0238,956,1227,1091.5,Quintal,77.06,B,2.41,5
2024-06-08,Gujarat,Surat,Agro Market,Potato,Chipsona,1002,1317,1181.5,Quintal,27.94,C,2.37,4
2024-06-09,Gujarat,Vadodara,Agro Market,Potato,Chipsona,1072,1268,1201.0,Quintal,17.72,C,1.72,7
2024-04-01,Karnataka,Mysore,Main Mandi,Maize,Yellow,1082,1400,1260.0,Quintal,41.36,C,1.72,2
2024-02-06,Maharashtra,Nashik,Wholesale Yard,Tomato,Hybrid,1165,1491,1340.0,Quintal,20.91,C,2.5,11
2024-02-16,Karnataka,Mysore,Main Mandi,Maize,Yellow,896,1229,1056.5,Quintal,52.68,B,2.96,11
2024-05-26,Gujarat,Vadodara,Wholesale Yard,Wheat,Sharbati,1096,1255,1198.5,Quintal,5.53,C,2.91,11
2024-02-25,Punjab,Patiala,Sub Mandi,Onion,Red,1009,1145,1063.0,Quintal,56.79,A,2.26,15
2024-06-17,Karnataka,Hubli,Agro Market,Onion,White,1001,1193,1137.0,Quintal,19.68,B,1.78,5
2024-01-06,Gujarat,Vadodara,Main Mandi,Tomato,Hybrid,906,1036,1018.0,Quintal,65.69,B,2.66,10
2024-03-18,Maharashtra,Nagpur,Main Mandi,Maize,Yellow,1074,1207,1158.5,Quintal,44.32,B,2.47,9
2024-05-23,Gujarat,Vadodara,Wholesale Yard,Sugarcane,CO 0238,906,1029,987.5,Quintal,99.76,A,2.92,11
2024-03-04,Gujarat,Ahmedabad,Agro Market,Potato,Kufri Jyoti,945,1199,1035.0,Quintal,99.91,B,2.08,10
2024-05-08,Uttar Pradesh,Kanpur,Agro Market,Tomato,Hybrid,1105,1309,1240.0,Quintal,24.96,C,1.53,2
2024-05-09,Punjab,Amritsar,Main Mandi,Maize,White,1021,1132,1036.5,Quintal,70.74,A,1.63,13
2024-05-18,Punjab,Ludhiana,Sub Mandi,Maize,White,1126,1491,1264.5,Quintal,41.71,C,1.46,10
2024-03-29,Karnataka,Mysore,Sub Mandi,Sugarcane,CO 86032,1033,1284,1141.5,Quintal,77.25,A,1.68,13
2024-01-07,Punjab,Patiala,Sub Mandi,Tomato,Hybrid,860,1156,967.0,Quintal,17.82,A,1.59,5
2024-06-03,Punjab,Amritsar,Main Mandi,Maize,Yellow,1060,1323,1218.5,Quintal,22.72,B,1.98,3
2024-01-17,Gujarat,Vadodara,Agro Market,Rice,Kolam,1193,1476,1358.5,Quintal,20.96,A,2.85,8
2024-03-25,Uttar Pradesh,Lucknow,Sub Mandi,Potato,Chipsona,1088,1397,1225.5,Quintal,52.78,A,2.97,8
2024-01-05,Uttar Pradesh,Varanasi,Wholesale Yard,Maize,White,1197,1389,1337.0,Quintal,18.45,C,2.92,13
2024-03-19,Uttar Pradesh,Kanpur,Sub Mandi,Potato,Kufri Jyoti,871,1115,1034.0,Quintal,19.45,B,2.65,4
2024-03-05,Punjab,Patiala,Agro Market,Potato,Chipsona,1160,1408,1245.0,Quintal,28.52,C,2.55,5
2024-01-09,Maharashtra,Nashik,Sub Mandi,Rice,Sona Masoori,1192,1427,1325.5,Quintal,32.38,C,2.1,14
2024-03-13,Uttar Pradesh,Lucknow,Wholesale Yard,Onion,White,941,1222,1031.5,Quintal,83.79,C,1.24,9
2024-06-01,Maharashtra,Pune,Agro Market,Tomato,Desi,1053,1186,1102.5,Quintal,8.92,A,2.12,12
2024-02-17,Maharashtra,Nagpur,Agro Market,Onion,Pink,878,1178,1007.0,Quintal,73.26,C,2.55,8
2024-03-13,Punjab,Ludhiana,Agro Market,Maize,Yellow,1135,1252,1237.5,Quintal,51.35,C,2.81,4
2024-06-20,Uttar Pradesh,Lucknow,Sub Mandi,Sugarcane,CO 0238,905,1106,976.5,Quintal,17.87,A,2.74,13
2024-02-20,Gujarat,Surat,Sub Mandi,Maize,White,803,921,894.0,Quintal,90.97,A,1.72,7
2024-01-20,Uttar Pradesh,Kanpur,Agro Market,Wheat,Lokwan,1085,1348,1264.5,Quintal,25.75,B,1.9,10
2024-01-25,Punjab,Amritsar,Wholesale Yard,Rice,Basmati,1090,1489,1290.5,Quintal,39.92,B,1.62,7
2024-06-14,Punjab,Ludhiana,Agro Market,Maize,White,1185,1577,1336.0,Quintal,53.12,C,1.66,7
2024-02-08,Maharashtra,Nashik,Agro Market,Rice,Basmati,1067,1364,1188.5,Quintal,11.01,B,2.55,9
2024-02-23,Punjab,Patiala,Main Mandi,Onion,White,852,1191,1024.5,Quintal,15.65,B,2.13,6
2024-02-20,Punjab,Ludhiana,Main Mandi,Wheat,Lokwan,1170,1327,1285.5,Quintal,31.97,A,2.05,3
2024-06-10,Maharashtra,Pune,Wholesale Yard,Onion,Red,882,1144,1008.0,Quintal,44.03,A,2.41,5
2024-06-23,Maharashtra,Nagpur,Agro Market,Wheat,Sharbati,801,1109,909.0,Quintal,31.18,A,2.84,6
2024-04-19,Uttar Pradesh,Lucknow,Agro Market,Maize,White,1143,1477,1316.0,Quintal,17.97,B,1.14,13
2024-02-20,Gujarat,Ahmedabad,Main Mandi,Potato,Kufri Jyoti,976,1253,1120.5,Quintal,60.22,B,2.87,3
2024-05-13,Uttar Pradesh,Kanpur,Wholesale Yard,Tomato,Hybrid,1162,1464,1271.0,Quintal,42.39,B,2.98,8
2024-04-02,Gujarat,Vadodara,Main Mandi,Tomato,Hybrid,1133,1324,1212.5,Quintal,56.18,B,1.22,11
2024-01-26,Gujarat,Vadodara,Main Mandi,Rice,Sona Masoori,854,1145,1011.5,Quintal,11.86,B,1.1,10
2024-05-10,Karnataka,Mysore,Agro Market,Wheat,Durum,880,1003,942.5,Quintal,18.09,C,2.28,14
2024-04-15,Uttar Pradesh,Varanasi,Main Mandi,Onion,Pink,1016,1272,1165.0,Quintal,87.76,B,1.18,6
2024-04-04,Uttar Pradesh,Varanasi,Agro Market,Sugarcane,CO 86032,905,1090,1024.5,Quintal,81.55,A,2.08,2
2024-01-22,Punjab,Amritsar,Wholesale Yard,Rice,Kolam,1033,1392,1168.5,Quintal,29.58,B,1.04,14
2024-06-11,Uttar Pradesh,Varanasi,Agro Market,Maize,White,843,1140,1021.5,Quintal,85.04,B,1.39,7
2024-03-14,Maharashtra,Pune,Agro Market,Sugarcane,CO 0238,903,1246,1080.5,Quintal,77.73,B,1.52,8
2024-02-21,Uttar Pradesh,Kanpur,Agro Market,Rice,Sona Masoori,1115,1216,1192.5,Quintal,89.1,A,2.96,4
2024-05-09,Uttar Pradesh,Varanasi,Main Mandi,Onion,White,952,1265,1109.5,Quintal,5.26,C,1.48,10
2024-03-31,Karnataka,Hubli,Wholesale Yard,Wheat,Sharbati,946,1046,1013.0,Quintal,56.6,B,1.09,12
2024-02-09,Karnataka,Mysore,Sub Mandi,Wheat,Lokwan,997,1317,1170.0,Quintal,41.56,B,1.05,6
2024-04-19,Karnataka,Hubli,Sub Mandi,Onion,Pink,1010,1200,1071.0,Quintal,98.08,C,1.41,12
2024-01-09,Punjab,Ludhiana,Agro Market,Potato,Kufri Jyoti,819,978,910.5,Quintal,23.85,A,1.07,6
2024-01-31,Maharashtra,Nashik,Wholesale Yard,Onion,Red,1156,1289,1204.5,Quintal,56.69,C,1.72,7
2024-04-22,Karnataka,Mysore,Sub Mandi,Onion,White,953,1274,1104.5,Quintal,48.28,B,2.82,6
2024-01-02,Maharashtra,Nagpur,Main Mandi,Onion,White,1076,1222,1169.0,Quintal,56.34,C,2.8,10
2024-02-28,Maharashtra,Nashik,Agro Market,Rice,Kolam,998,1220,1092.0,Quintal,17.86,A,2.89,3
2024-05-21,Gujarat,Surat,Wholesale Yard,Sugarcane,CO 0238,936,1214,1095.0,Quintal,98.08,B,1.83,2
2024-01-29,Punjab,Ludhiana,Sub Mandi,Onion,White,870,973,926.5,Quintal,16.57,B,2.39,4
2024-03-16,Uttar Pradesh,Kanpur,Wholesale Yard,Potato,Chipsona,1027,1374,1219.5,Quintal,45.91,B,2.59,9
2024-04-11,Karnataka,Mysore,Agro Market,Onion,White,938,1200,1020.0,Quintal,40.34,B,1.14,9
2024-04-16,Gujarat,Surat,Sub Mandi,Maize,White,923,1254,1098.5,Quintal,38.14,C,1.95,7
2024-06-29,Punjab,Patiala,Main Mandi,Onion,Red,1106,1405,1238.5,Quintal,76.05,C,1.27,3
2024-04-12,Karnataka,Hubli,Sub Mandi,Rice,Sona Masoori,903,1009,979.0,Quintal,27.05,A,2.69,5
2024-06-04,Uttar Pradesh,Kanpur,Main Mandi,Potato,Kufri Jyoti,964,1155,1057.5,Quintal,77.88,A,2.36,2
2024-06-17,Maharashtra,Nagpur,Wholesale Yard,Tomato,Hybrid,989,1158,1090.5,Quintal,63.57,B,3.0,5
2024-01-26,Uttar Pradesh,Kanpur,Agro Market,Sugarcane,CO 86032,1165,1403,1268.0,Quintal,64.75,A,1.48,3
2024-02-19,Punjab,Patiala,Sub Mandi,Sugarcane,CO 86032,1173,1343,1262.0,Quintal,42.57,B,2.13,3
2024-05-20,Punjab,Ludhiana,Agro Market,Tomato,Desi,1129,1232,1142.5,Quintal,60.59,A,2.64,8
2024-05-24,Punjab,Patiala,Main Mandi,Onion,Pink,1088,1421,1290.5,Quintal,76.32,A,2.64,12
2024-05-05,Maharashtra,Pune,Main Mandi,Sugarcane,CO 86032,1169,1427,1278.0,Quintal,68.73,C,1.35,8
2024-03-26,Gujarat,Vadodara,Agro Market,Onion,Red,826,989,892.5,Quintal,5.68,A,1.37,11
2024-01-07,Karnataka,Bangalore,Wholesale Yard,Tomato,Hybrid,933,1197,1061.0,Quintal,42.65,C,1.25,5
2024-04-26,Maharashtra,Nagpur,Main Mandi,Maize,White,936,1143,1035.5,Quintal,31.41,C,1.41,11
2024-03-04,Maharashtra,Nashik,Wholesale Yard,Tomato,Desi,1001,1218,1132.5,Quintal,97.01,B,2.75,8
2024-02-22,Uttar Pradesh,Varanasi,Sub Mandi,Potato,Chipsona,934,1277,1076.5,Quintal,6.98,B,1.31,2
2024-06-06,Punjab,Amritsar,Agro Market,Rice,Kolam,932,1059,957.5,Quintal,36.88,B,2.9,11
2024-05-24,Punjab,Ludhiana,Main Mandi,Sugarcane,CO 0238,1117,1307,1219.0,Quintal,24.36,C,2.74,10
2024-01-14,Gujarat,Surat,Agro Market,Potato,Kufri Jyoti,1104,1407,1300.5,Quintal,77.08,B,1.38,15
2024-06-12,Gujarat,Vadodara,Wholesale Yard,Rice,Sona Masoori,1014,1380,1190.0,Quintal,17.06,A,1.32,8
2024-05-19,Gujarat,Ahmedabad,Main Mandi,Sugarcane,CO 86032,991,1184,1070.5,Quintal,45.41,C,2.84,8
2024-06-29,Maharashtra,Nagpur,Main Mandi,Rice,Sona Masoori,1019,1210,1125.5,Quintal,7.94,A,1.05,10
2024-06-16,Uttar Pradesh,Kanpur,Main Mandi,Maize,Yellow,1032,1383,1187.5,Quintal,93.06,C,1.62,15
2024-03-29,Punjab,Ludhiana,Main Mandi,Wheat,Sharbati,815,1125,1001.0,Quintal,48.49,C,1.69,15
2024-05-20,Maharashtra,Nashik,Sub Mandi,Rice,Kolam,952,1141,1079.5,Quintal,35.52,C,1.59,12
2024-01-27,Karnataka,Mysore,Main Mandi,Rice,Basmati,1185,1413,1269.0,Quintal,34.27,C,2.07,5
2024-05-31,Punjab,Amritsar,Main Mandi,Onion,White,1110,1348,1275.0,Quintal,93.67,C,2.31,12
2024-03-03,Karnataka,Bangalore,Main Mandi,Sugarcane,CO 0238,1132,1284,1258.0,Quintal,43.93,C,2.45,9
2024-05-27,Karnataka,Bangalore,Agro Market,Sugarcane,CO 86032,825,1120,996.5,Quintal,56.11,C,1.72,14
